Priority Rank,Name,Profession,Approximate Age,Date Added to Alivewatch,Change Since Last Year
53,June Squibb,Actor,97,2024-01-03,▲9
54,Jerry Schatzberg,Screenwriter,99,2024-01-03,▲10
55,Petula Clark,Actor,94,2024-01-03,▲10
56,Philip Kotler,Economist,95,2024-01-03,▲10
57,Irvin D. Yalom,Psychiatrist,95,2024-01-03,▲11
58,Joel Grey,Singer,94,2024-01-03,▲11
59,Dan Rather,News Presenter,95,2024-01-03,▲11
60,Mamie Van Doren,Actor,95,2024-01-03,▲11
61,William Kennedy (author),Writer,98,2024-01-03,▲11
62,Dominic Chianese,Singer,95,2024-01-03,▲11
63,Bridget Riley,Painter,95,2024-01-03,▲11
64,W. Michael Blumenthal,Political,100,2024-01-03,▲12
65,Cynthia Ozick,Novelist,98,2024-01-03,▲12
66,John Milnor,Mathematician,95,2024-01-03,▲12
67,Kim Novak,Actor,93,2024-01-03,▲12
68,Joan Collins,Actor,93,2024-01-03,▲12
69,Carol Burnett,Singer,93,2024-01-03,▲12
70,Don King (boxing promoter),Manslaughter,95,2024-01-03,▲12
71,Barbara Barrie,Actor,95,2024-01-03,▲13
72,Douglas Hurd,Conservative,96,2024-01-03,▲13
73,Virginia McKenna,Actor,95,2024-01-03,▲13
74,David Scott,Astronaut,94,2024-01-03,▲13
75,Sheldon Lee Glashow,Physicist,94,2024-01-03,▲14
76,Peter Eisenman,Architect,94,2024-01-03,▲15
77,Elaine May,Actor,94,2024-01-03,▲15
78,Doc Severinsen,Bandleader,99,2024-01-03,▲15
79,Michael Dukakis,Politician,93,2024-01-03,▲15
80,Tom Skerritt,Actor,93,2024-01-03,▲15
81,Quentin Blake,Writer,94,2024-01-03,▲15
82,John Boorman,Screenwriter,93,2024-01-03,▲15
83,Paul R. Ehrlich,Lepidopterist,94,2024-01-03,▲15
84,Richard Lester,Film,94,2024-01-03,▲15
85,Alvin Plantinga,Theologian,94,2024-01-03,▲15
86,Irwin Winkler,Film,95,2024-01-03,▲15
87,Marla Gibbs,Singer,95,2024-01-03,▲15
88,James Tolkan,Actor,95,2024-01-03,▲15
89,Barbara Bain,Actor,95,2024-01-03,▲15
90,Julie Newmar,Singer,93,2024-01-03,▲16
91,Peter Blake (artist),Painter,94,2024-01-03,▲16
92,Jerry Hardin,Actor,97,2024-01-03,▲16
93,Andrew Young,Politician,94,2024-01-03,▲16
94,John Cullum,Screenwriter,96,2024-01-03,▲16
95,Gloria Steinem,Journalist,92,2024-01-03,▲16
96,Israel Kirzner,Economist,96,2024-01-03,▲17
97,Louis Farrakhan,Religious,93,2024-01-03,▲17
98,Chuck Grassley,Politician,93,2024-01-03,▲17
99,Shirley Jones,Actor,92,2024-01-03,▲17
100,Dick Hyman,Composer,99,2024-01-03,▲17
101,Toshiko Akiyoshi,Bandleader,97,2024-01-03,▲17
102,Antonia Fraser,Author,94,2024-01-03,▲17
103,Pat Boone,Singer,92,2024-01-03,▲17
104,George J. Mitchell,Politician,93,2024-01-03,▲17
105,Ralph Nader,Political,92,2024-01-03,▲17
106,Kenny Burrell,Guitar,95,2024-01-03,▲17
107,Debra Paget,Actor,93,2024-01-03,▲17
108,Michael Heseltine,Conservative,93,2024-01-03,▲18
109,Tom Baker,Actor,92,2024-01-03,▲18
110,Alan Oppenheimer,Actor,96,2024-01-03,▲18
111,SiÃ¢n Phillips,Actor,93,2024-01-03,▲18
112,Harold Becker,Film,98,2024-01-03,▲18
113,Katherine Paterson,Writer,94,2024-01-03,▲18
114,Gay Talese,Writer,94,2024-01-03,▲18
115,Bonnie Bartlett,Actor,97,2024-01-03,▲18
116,John Norman,Writer,95,2024-01-03,▲18
117,Denise Scott Brown,Architect,95,2024-01-03,▲18
118,Jerome Isaac Friedman,Physicist,96,2024-01-03,▲19
119,Eileen Atkins,Actor,92,2024-01-03,▲19
120,Frankie Valli,Singer,92,2024-01-03,▲19
121,Alan Bennett,Actor,92,2024-01-03,▲19
122,Hal Linden,Music,95,2024-01-03,▲19
123,Ramblin' Jack Elliott,Singer,95,2024-01-03,▲20
124,Richard Meier,Architect,92,2024-01-03,▲21
125,George Chakiris,Actor,92,2024-01-03,▲21
126,Ron Paul,Politician,91,2024-01-03,▲21
127,Russ Tamblyn,Actor,92,2024-01-03,▲21
128,Edmund Phelps,Economist,93,2024-01-03,▲21
129,"Norman Foster, Baron Foster of Thames Bank",Architect,91,2024-01-03,▲21
130,Tony Hoare,Computer Scientist,92,2024-01-03,▲21
131,Clive Davis,Producer,94,2024-01-03,▲21
132,John Glen (director),Film,94,2024-01-03,▲21
133,Mary Costa,Actor,96,2024-01-03,▲21
134,RenÃ©e Taylor,Playwright,93,2024-01-03,▲22
135,Walter Gilbert,Physicist,94,2024-01-03,▲22
136,Carmen Dell'Orefice,Actor,95,2024-01-03,▲23
137,Michael Frayn,Playwright,93,2024-01-03,▲23
138,Phyllida Law,Actor,94,2024-01-03,▲24
139,Herb Alpert,Actor,91,2024-01-03,▲24
140,Kenneth Frampton,Historian,96,2024-01-03,▲24
141,Tina Louise,Singer,92,2024-01-03,▲24
142,Dave Grusin,Composer,92,2024-01-03,▲25
143,Richard Shelby,Politician,92,2024-01-03,▲25
144,Samuel Adler (composer),Conductor,98,2024-01-03,▲26
145,C. N. R. Rao,Chemist,92,2024-01-03,▲26
146,David Harvey,Anthropologist,91,2024-01-03,▲26
147,Dudley R. Herschbach,Chemist,94,2024-01-03,▲26
148,Judd Hirsch,Actor,91,2024-01-03,▲26
149,Sandy Koufax,Baseball,91,2024-01-03,▲26
150,Alan Alda,Actor,90,2024-01-03,▲26
151,Johnny Mathis,Music,91,2024-01-03,▲26
152,Ken Loach,Film,90,2024-01-03,▲26
153,Laurence Rosenthal,Composer,100,2024-01-03,▲26
154,Sheila Hancock,Actor,93,2024-01-03,▲26
155,Piers Anthony,Novelist,92,2024-01-03,▲26
156,Bruce Dern,Actor,90,2024-01-03,▲26
157,Steve Reich,Composer,90,2024-01-03,▲26
158,Julian Glover,Actor,91,2024-01-03,▲26
159,Janet Baker,Singer,93,2024-01-03,▲26
160,Annie Proulx,Writer,91,2024-01-03,▲26
161,Barbara Feldon,Actress,93,2024-01-03,▲26
162,Robert Silverberg,Screenwriter,91,2024-01-03,▲27
163,Douglas Wilder,Politician,95,2024-01-03,▲27
164,Don DeLillo,Writer,90,2024-01-03,▲27
165,Dana Scott,Mathematician,94,2024-01-03,▲28
166,Anthony Kenny,Philosopher,95,2024-01-03,▲26
167,Leonard Kleinrock,Mathematician,92,2024-01-03,▲27
168,Marilyn Horne,Singer,92,2024-01-03,▲27
169,Dolores Huerta,Trade Union,96,2024-01-03,▲27
170,Michael Forest,Actor,97,2024-01-03,▲27
171,Terry Riley,Composer,91,2024-01-03,▲27
172,William F. Sharpe,Economist,92,2024-01-03,▲27
173,Bill Wyman,Music,90,2024-01-03,▲27
174,Nicholas Pileggi,Writer,93,2024-01-03,▲28
175,Buddy Guy,Guitar,90,2024-01-03,▲28
176,Engelbert Humperdinck (singer),Singer,90,2024-01-03,▲28
177,Helen Merrill,Singer,96,2024-01-03,▲28
178,Charles Koch,Business,91,2024-01-03,▲28
179,David Lee (physicist),Physicist,95,2024-01-03,▲28
180,Richard Estes,Painter,94,2024-01-03,▲28
181,Penelope Lively,Writer,93,2024-01-03,▲28
182,La Monte Young,Composer,91,2024-01-03,▲28
183,James B. Harris,Film,98,2024-01-03,▲28
184,Caroline Graham,Screenwriter,95,2024-01-03,▲28
185,HÃ©ctor Elizondo,Actor,90,2024-01-03,▲28
186,Constance Towers,Singer,93,2024-01-03,▲28
187,Lee Meriwether,Actor,91,2024-01-03,▲28
188,Warren Beatty,Actor,89,2024-01-03,▲28
189,John G. Thompson,Mathematician,94,2024-01-03,▲28
190,Harrison Schmitt,Geologist,91,2024-01-03,▲28
191,Matthew Meselson,Biologist,96,2024-01-03,▲28
192,Donald P. Bellisario,Screenwriter,91,2024-01-03,▲28
193,Richard Bach,Writer,90,2024-01-03,▲28
194,Lou Adler,Producer,93,2024-01-03,▲28
195,George Ariyoshi,Politician,100,2024-01-03,▲28
196,Brian Blessed,Actor,90,2024-01-03,▲28
197,Philip Glass,Composer,89,2024-01-03,▲28
198,Ann Robinson,Actor,97,2024-01-03,▲28
199,Duane Michals,Photographer,94,2024-01-03,▲28
200,Katherine Jackson,Biographer,96,2024-01-03,▲28
201,Felicia Farr,Actor,94,2024-01-03,▲28
202,George Takei,Comedian,89,2024-01-03,▲28
203,Thomas Pynchon,Writer,89,2024-01-03,▲28
204,Richard A. Falk,Professor,96,2024-01-03,▲28
205,Harvey Cox,Theologian,97,2024-01-03,▲28
206,Jagdish Bhagwati,Economist,92,2024-01-03,▲28
207,Michael Walzer,Philosopher,91,2024-01-03,▲28
208,Joe Arpaio,Sheriff,94,2024-01-03,▲28
209,Bobby Vinton,Singer,91,2024-01-03,▲28
210,David Hockney,Painter,89,2024-01-03,▲28
211,Ervin LÃ¡szlÃ³,Philosopher,94,2024-01-03,▲28
212,James Meredith,Civil Rights,93,2024-01-03,▲28
213,Wendell Berry,Poet,92,2024-01-03,▲28
214,Nicholas F. Brady,Politician,96,2024-01-03,▲28
215,"Prince Edward, Duke of Kent",Royal Family,91,2024-01-03,▲28
216,Pratibha Patil,Politician,92,2024-01-03,▲28
217,Herman Chernoff,Mathematician,103,2024-01-03,▲29
218,Edwin Meese,Lawyer,95,2024-01-03,▲29
219,Jared Diamond,Biologist,89,2024-01-03,▲30
220,Vladimir Posner,Journalist,92,2024-01-03,▲30
221,Robert Paxton,Historian,94,2024-01-03,▲30
222,Bob Pettit,Basket,94,2024-01-03,▲30
223,Shirley Bassey,Singer,89,2024-01-03,▲30
224,Mark Rydell,Actor,92,2024-01-03,▲30
225,Walter Koenig,Actor,90,2024-01-03,▲30
226,Barbara Mikulski,Politician,90,2024-01-03,▲30
227,Michael H. Hart,Physicist,94,2024-01-03,▲30
228,Keir Dullea,Actor,90,2024-01-03,▲30
229,Sylvia Earle,Biologist,91,2024-01-03,▲30
230,Sander Levin,Politician,95,2024-01-03,▲30
231,Abbe Lane,Actor,94,2024-01-03,▲30
232,Joyce Van Patten,Actor,92,2024-01-03,▲30
233,Edward Fox (actor),Actor,89,2024-01-03,▲30
234,Tom Courtenay,Actor,89,2024-01-03,▲30
235,Gary Hart,Politician,90,2024-01-03,▲30
236,Billy Dee Williams,Actor,89,2024-01-03,▲30
237,Edward O. Thorp,Mathematician,94,2024-01-03,▲30
238,Anthony Kennedy,Lawyer,90,2024-01-03,▲30
239,Don Preston,Music,94,2024-01-03,▲30
240,Jean M. Auel,Writer,90,2024-01-03,▲30
241,Richard Wilson (Scottish actor),Theatre,90,2024-01-03,▲30
242,Fred Haise,Astronaut,93,2024-01-03,▲30
243,Dyan Cannon,Film,89,2024-01-03,▲30
244,Jon Voight,Actor,88,2024-01-03,▲30
245,John L. Hall,Physicist,92,2024-01-03,▲30
246,Don Bluth,Film,89,2024-01-03,▲30
247,Leonard Peikoff,Philosopher,93,2024-01-03,▲30
248,Philip Kaufman,Actor,90,2024-01-03,▲30
249,Bernie Kopell,Screenwriter,93,2024-01-03,▲30
250,Jim Dine,Painter,91,2024-01-03,▲30
251,Caldwell Esselstyn,Rower,93,2024-01-03,▲31
252,Yuan T. Lee,Chemist,90,2024-01-03,▲29
253,Elizabeth Dole,Politician,90,2024-01-03,▲30
254,Richard Swinburne,Philosopher,92,2024-01-03,▲30
255,Don Norman,Computer Scientist,91,2024-01-03,▲31
256,Christopher Lloyd,Actor,88,2024-01-03,▲31
257,Bat Ye'or,Essayist,93,2024-01-03,▲31
258,David Irving,Essayist,88,2024-01-03,▲32
259,Donald Knuth,Mathematician,88,2024-01-03,▲32
260,Lee Friedlander,Photographer,92,2024-01-03,▲32
261,Ray Cooney,Playwright,94,2024-01-03,▲32
262,Thomas Nagel,Philosopher,89,2024-01-03,▲32
263,Charles Duke,Astronaut,91,2024-01-03,▲32
264,Samuel C. C. Ting,Physicist,90,2024-01-03,▲32
265,Joyce Carol Oates,Playwright,88,2024-01-03,▲32
266,Derek Jacobi,Actor,88,2024-01-03,▲32
267,Michael Craig (actor),Actor,98,2024-01-03,▲32
268,Susan Cooper,Writer,91,2024-01-03,▲32
269,Jerry Brown,Politician,88,2024-01-03,▲32
270,Tom Atkins (actor),Actor,91,2024-01-03,▲32
271,Christina Pickles,Actor,91,2024-01-03,▲33
272,Frank Langella,Actor,88,2024-01-03,▲33
273,Steven Berkoff,Actor,89,2024-01-03,▲33
274,Jamie Farr,Comedian,92,2024-01-03,▲34
275,Anthony Giddens,Sociologist,88,2024-01-03,▲35
276,Roald Hoffmann,Chemist,89,2024-01-03,▲35
277,E. D. Hirsch,Literary,98,2024-01-03,▲35
278,Elliott Gould,Actor,88,2024-01-03,▲35
279,Ted Turner,Entrepreneur,88,2024-01-03,▲36
280,H. D. Deve Gowda,Politician,93,2024-01-03,▲36
281,Peter Brown (historian),Historian,91,2024-01-03,▲36
282,Terry Gibbs,Bandleader,102,2024-01-03,▲36
283,Anita Desai,Writer,89,2024-01-03,▲37
284,John Standing,Actor,92,2024-01-03,▲37
285,Ralph Bakshi,Film,88,2024-01-03,▲37
286,Anthony Zerbe,Actor,90,2024-01-03,▲37
287,Chris Bonington,Mountaineer,92,2024-01-03,▲37
288,Story Musgrave,Astronaut,91,2024-01-03,▲37
289,Lois Lowry,Writer,89,2024-01-03,▲37
290,Seymour Hersh,Journalist,89,2024-01-03,▲37
291,Marlo Thomas,Producer,89,2024-01-03,▲37
292,Robert Woodrow Wilson,Astronomer,90,2024-01-03,▲37
293,Anne Reid,Actor,91,2024-01-03,▲37
294,Margaret O'Brien,Actor,89,2024-01-03,▲37
295,Lester R. Brown,Agronomist,92,2024-01-03,▲37
296,Pat Buchanan,Conservative,88,2024-01-03,▲37
297,Oscar Robertson,Basket,88,2024-01-03,▲37
298,Robert Gallo,Virologist,89,2024-01-03,▲37
299,Ron Carter,Cellist,89,2024-01-03,▲37
300,Milan PaniÄ,Business,97,2024-01-03,▲37
301,Bobby Bare,Singer,91,2024-01-03,▲37
302,William Devane,Actor,89,2024-01-03,▲37
303,Wanda Jackson,Singer,89,2024-01-03,▲37
304,Stephen Breyer,Lawyer,88,2024-01-03,▲37
305,James Lee Burke,Writer,90,2024-01-03,▲37
306,Alan Garner,Writer,92,2024-01-03,▲37
307,Robert Fuller (actor),Actor,93,2024-01-03,▲37
308,Dick Cavett,Actor,90,2024-01-03,▲37
309,Alan Dershowitz,Lawyer,88,2024-01-03,▲38
310,Riane Eisler,Anthropologist,95,2024-01-03,▲38
311,Susan Kohner,Actor,90,2024-01-03,▲38
312,Harvey Keitel,Actor,87,2024-01-03,▲38
313,Pat Roberts,Politician,90,2024-01-03,▲38
314,Michael Kahn (film editor),Film,91,2024-01-03,▲38
315,Gerhard Weinberg,Historian,98,2024-01-03,▲38
316,Don McCullin,Biographer,91,2024-01-03,▲38
317,David Burke (British actor),Actor,92,2024-01-03,▲38
318,F. Murray Abraham,Actor,87,2024-01-03,▲40
319,Gerald Scarfe,Caricaturist,90,2024-01-03,▲40
320,Leon Panetta,Politician,88,2024-01-03,▲40
321,Richard M. Karp,Mathematician,91,2024-01-03,▲40
322,Lily Tomlin,Actor,87,2024-01-03,▲41
323,Larry Lieber,Artist,95,2024-01-03,▲42
324,Archie Shepp,Composer,89,2024-01-03,▲42
325,Gilbert Strang,Mathematician,92,2024-01-03,▲42
326,Eugene Braunwald,Cardiologist,97,2024-01-03,▲43
327,Connie Stevens,Film,88,2024-01-03,▲43
328,"Princess Alexandra, The Honourable Lady Ogilvy",Queen,90,2024-01-03,▲43
329,Edward Ruscha,Painter,89,2024-01-03,▲43
330,Carol Gilligan,Psychologist,90,2024-01-03,▲43
331,Derek Bok,Education,96,2024-01-03,▲43
332,Larry Niven,Writer,88,2024-01-03,▲43
333,Jackie Stewart,Racing,87,2024-01-03,▲44
334,Stanley G. Payne,Historian,92,2024-01-03,▲44
335,Garrett Morris,Actor,89,2024-01-03,▲45
336,Judea Pearl,Computer Scientist,90,2024-01-03,▲48
337,Nick Clooney,Journalist,92,2024-01-03,▲48
338,Bobby Seale,Activist,90,2024-01-03,▲48
339,Michael Moorcock,Novelist,87,2024-01-03,▲48
340,George Hamilton (actor),Film,87,2024-01-03,▲49
341,Jay Rockefeller,Politician,89,2024-01-03,▲49
342,Richard Beymer,Actor,88,2024-01-03,▲49
343,Richard Benjamin,Film,88,2024-01-03,▲49
344,J. Michael Bishop,Biologist,90,2024-01-03,▲51
345,Scott Glenn,Actor,87,2024-01-03,▲52
346,Judy Parfitt,Actor,91,2024-01-03,▲52
347,Martha Grimes,Writer,95,2024-01-03,▲52
348,Carol Lawrence,Actor,94,2024-01-03,▲52
349,Ronny Cox,Actor,88,2024-01-03,▲52
350,Jack McDevitt,Writer,91,2024-01-03,▲52
351,Tom Paxton,Singer,89,2024-01-03,▲52
352,Ali MacGraw,Actor,87,2024-01-03,▲52
353,Neil Sedaka,Singer,87,2024-01-03,▲52
354,Jake Garn,Politician,94,2024-01-03,▲52
355,Lawrence Block,Writer,88,2024-01-03,▲53
356,Grace Slick,Singer,87,2024-01-03,▲53
357,Diana Muldaur,Actor,88,2024-01-03,▲53
358,Tommy Steele,Singer,90,2024-01-03,▲53
359,Ted Nelson,Philosopher,89,2024-01-03,▲54
360,Shirley Eaton,Actor,89,2024-01-03,▲55
361,Frederic Raphael,Actor,95,2024-01-03,▲55
362,Thea Musgrave,Composer,98,2024-01-03,▲55
363,Terry Gilliam,Film,86,2025-01-03,▲55
364,Martin Sheen,Actor,86,2025-01-03,▲55
365,Andrew Davies (writer),Screenwriter,90,2024-01-03,▲55
366,Tom Jones (singer),Singer,86,2025-01-03,▲55
367,Frank Murkowski,Politician,93,2024-01-03,▲55
368,Dennis Skinner,Politician,94,2024-01-03,▲55
369,Barry McGuire,Singer,91,2024-01-03,▲55
370,David Mumford,Mathematician,89,2024-01-03,▲55
371,Brian De Palma,Film,86,2025-01-03,▲55
372,Cliff Richard,Actor,86,2025-01-03,▲55
373,James Fox,Actor,87,2024-01-03,▲55
374,Carl Icahn,Stockbroker,90,2024-01-03,▲55
375,Julie Christie,Actor,86,2025-01-03,▲55
376,Dan Inosanto,Martial Art,90,2024-01-03,▲55
377,Diane Baker,Actor,88,2024-01-03,▲55
378,David Bailey,Photographer,88,2024-01-03,▲55
379,George Carey,Bishop,91,2024-01-03,▲55
380,Herbie Hancock,Singer,86,2025-01-03,▲55
381,Fred Williamson,Actor,88,2024-01-03,▲55
382,Jim Dale,Actor,91,2024-01-03,▲56
383,Wendy Carlos,Composer,87,2024-01-03,▲56
384,Dionne Warwick,Singer,86,2025-01-03,▲56
385,Ralph Lauren,Designer,87,2024-01-03,▲56
386,Nancy Pelosi,Politician,86,2025-01-03,▲56
387,Kip Thorne,Physicist,86,2025-01-03,▲56
388,Mary Berry,Biographer,91,2024-01-03,▲56
389,Susan Hampshire,Actor,89,2024-01-03,▲56
390,Jane Alexander,Actor,87,2024-01-03,▲57
391,Lee Majors,Actor,87,2024-01-03,▲57
392,Jack Nicklaus,Golf,86,2025-01-03,▲57
393,James Cromwell,Actor,86,2025-01-03,▲57
394,Nancy Sinatra,Singer,86,2025-01-03,▲57
395,Barbara Steele,Actor,89,2024-01-03,▲57
396,Lance Henriksen,Actor,86,2025-01-03,▲57
397,Judy Collins,Singer,87,2024-01-03,▲57
398,Alan J. Heeger,Physicist,90,2024-01-03,▲57
399,Eugene Fama,Economist,87,2024-01-03,▲57
400,Jeffrey Archer,Novelist,86,2025-01-03,▲57
401,Gary Lockwood,Actor,89,2024-01-03,▲59
402,Barbara Babcock,Actor,89,2024-01-03,▲59
403,Sonia Sanchez,Playwright,92,2024-01-03,▲59
404,Perry Anderson,Historian,88,2024-01-03,▲59
405,Katharine Ross,Actor,86,2025-01-03,▲59
406,Brenda Vaccaro,Actor,87,2024-01-03,▲59
407,James Brolin,Actor,86,2025-01-03,▲59
408,James L. Brooks,Screenwriter,86,2025-01-03,▲59
409,Smokey Robinson,Singer,86,2025-01-03,▲59
410,Dolores Hart,Actor,88,2024-01-03,▲59
411,Bob Kahn,Engineer,88,2024-01-03,▲59
412,Alan Baddeley,Psychologist,92,2024-01-03,▲59
413,Sam Waterston,Film,86,2025-01-03,▲59
414,Daniel McFadden,Economist,89,2024-01-03,▲59
415,Lorraine Gary,Actor,89,2024-01-03,▲59
416,Waheeda Rehman,Actor,88,2024-01-03,▲59
417,Ivan Sutherland,Inventor,88,2024-01-03,▲59
418,Gwyneth Jones (soprano),Singer,90,2024-01-03,▲59
419,Ann Bannon,Author,94,2024-01-03,▲59
420,Judy Chicago,Painter,87,2024-01-03,▲59
421,Phil Knight,Business,88,2024-01-03,▲59
422,Anthony James Leggett,Physicist,88,2024-01-03,▲59
423,Brett Halsey,Actor,93,2024-01-03,▲59
424,George Akerlof,Economist,86,2025-01-03,▲59
425,Peter Burke (historian),Academic,89,2024-01-03,▲59
426,Michael Artin,Mathematician,92,2024-01-03,▲59
427,Patrick Leahy,Politician,86,2025-01-03,▲60
428,Kenneth H. Cooper,Doctor,95,2024-01-03,▲61
429,Millie Perkins,Actor,88,2024-01-03,▲61
430,Judy Blume,Writer,88,2024-01-03,▲61
431,John Sculley,Business,87,2024-01-03,▲61
432,George Hearn,Actor,92,2024-01-03,▲61
433,Roy Hattersley,Author,94,2024-01-03,▲61
434,Ron Rifkin,Film,87,2024-01-03,▲61
435,Thomas Harris,Writer,86,2025-01-03,▲61
436,Paula Prentiss,Actor,88,2024-01-03,▲61
437,Irwin M. Jacobs,Academic,93,2024-01-03,▲61
438,David Owen,Politician,88,2024-01-03,▲61
439,Guido Calabresi,Scholar,94,2024-01-03,▲61
440,James Galway,Music,87,2024-01-03,▲61
441,Barbara Boxer,Politician,86,2025-01-03,▲61
442,Yvonne Rainer,Film,92,2024-01-03,▲61
443,Robert Littell (author),Novelist,91,2024-01-03,▲61
444,Paul Simon,Singer,85,2026-01-01,🆕
445,Faye Dunaway,Actor,85,2026-01-01,🆕
446,Anne Osborn Krueger,Economist,92,2024-01-03,▲59
447,Rusty Schweickart,Aeronautical,91,2024-01-03,▲59
448,Sherrill Milnes,Singer,91,2024-01-03,▲59
449,Neil Diamond,Singer,85,2026-01-01,🆕
450,Don Bachardy,Painter,92,2024-01-03,▲58
451,Marge Piercy,Writer,90,2024-01-03,▲58
452,Elizabeth Ashley,Biographer,87,2024-01-03,▲58
453,Norman Davies,Historian,87,2024-01-03,▲58
454,John Rechy,Writer,95,2024-01-03,▲58
455,Monte Markham,Actor,91,2024-01-03,▲58
456,Art Garfunkel,Singer,85,2026-01-01,🆕
457,David Shire,Composer,89,2024-01-03,▲58
458,Thomas Kean,Politician,91,2024-01-03,▲58
459,Alex Ferguson,Football,85,2026-01-01,🆕
460,Frankie Avalon,Singer,86,2025-01-03,▲57
461,Nick Nolte,Actor,85,2026-01-01,🆕
462,Mike Farrell,Actor,87,2024-01-03,▲56
463,Nancy Kovack,Actor,91,2024-01-03,▲56
464,Ian Hunter (singer),Singer,87,2024-01-03,▲56
465,Steny Hoyer,Politician,87,2024-01-03,▲56
466,Nancy Kwan,Actor,87,2024-01-03,▲56
467,Barry Corbin,Actor,86,2025-01-03,▲57
468,Mario Andretti,Driver,86,2025-01-03,▲58
469,Kenneth Clarke,Politician,86,2025-01-03,▲58
470,Mark di Suvero,Sculptor,93,2024-01-03,▲60
471,John Corigliano,Composer,88,2024-01-03,▲61
472,Paul Williams (songwriter),Actor,86,2025-01-03,▲61
473,Lamar Alexander,Politician,86,2025-01-03,▲61
474,John Badham,Film,87,2024-01-03,▲61
475,Ralph Steadman,Caricaturist,90,2024-01-03,▲61
476,Robert Rubin,Politician,88,2024-01-03,▲61
477,Richard Posner,Judge,87,2024-01-03,▲61
478,Michael Murphy (actor),Actor,88,2024-01-03,▲62
479,Alan Ayckbourn,Playwright,87,2024-01-03,▲62
480,Beau Bridges,Actor,85,2026-01-01,🆕
481,Jesse Jackson,Politician,85,2026-01-01,🆕
482,Tenley Albright,Skater,91,2024-01-03,▲60
483,Georgina Spelvin,Actor,90,2024-01-03,▲60
484,Linda Gray,Actor,86,2025-01-03,▲60
485,Roald Sagdeev,Physicist,94,2024-01-03,▲60
486,Jill St. John,Actor,86,2025-01-03,▲60
487,Louis Begley,Novelist,93,2024-01-03,▲60
488,Mario Capecchi,Biologist,89,2024-01-03,▲61
489,Eric Burdon,Singer,85,2026-01-01,🆕
490,Eleanor Bron,Actor,88,2024-01-03,▲60
491,Bruce Davidson (photographer),Published,93,2024-01-03,▲60
492,Dion DiMucci,Music,87,2024-01-03,▲60
493,Lee Trevino,Golf,87,2024-01-03,▲60
494,Raj Reddy,Computer Scientist,89,2024-01-03,▲60
495,Michael Learned,Actor,87,2024-01-03,▲60
496,Pete Wilson,Politician,93,2024-01-03,▲60
